"Ticker Symbol","Company Name","Phone Number","Fax Number","Address","Website","Index Membership","Sector","Industry","Full Time Employees"
"FRB","BlackRock Floating Rate Income Strategies Fund II, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"FRA","BlackRock Floating Rate Income Strategies Fund, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BFO","BlackRock Florida Municipal 2020 Term Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BGT","","","","","","","","",""
"BOE","BlackRock Global Opportunities Equity Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Foreign","N/A"
"BME","BlackRock Health Sciences Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Equity","N/A"
"BHY","BlackRock High Yield Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BAF","","","","","","","","",""
"BNA","BlackRock Income Opportunity Trust, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BKT","BlackRock Income Trust, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BGY","Blackrock International Growth and Income Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Foreign","N/A"
"BKN","BlackRock Investment Quality Municipal Trust Inc.","800-882-0052","","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","","","",""
"BTA","","","","","","","","",""
"MUI","BlackRock Muni Intermediate Duration Fund, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MNE","","","","","","","","",""
"MUA","BlackRock MuniAssets Fund, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BPK","BlackRock Municipal 2018 Term Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BKK","BlackRock Municipal 2020 Term Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BIE","BlackRock Municipal Bond Investment Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BBK","BlackRock Municipal Bond Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BBF","BlackRock Municipal Income Investment Trust","800-882-0052","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BYM","","","","","","","","",""
"BFK","BlackRock Municipal Income Trust","800-882-0052","","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","","","",""
"MEN","BlackRock MuniEnhanced Fund, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MUC","","","","","","","","",""
"MUH","BlackRock MuniHoldings Fund II, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MHD","Blackrock MuniHoldings Fund, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MFL","","","","","","","","",""
"MUJ","","","","","","","","",""
"MHN","","","","","","","","",""
"MUE","","","","","","","","",""
"MUS","","","","","","","","",""
"MVT","BlackRock MuniVest Fund II, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MYC","Blackrock MuniYield California Fund, Inc.","800-882-0052","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MCA","","","","","","","","",""
"MYD","Blackrock MuniYield Fund, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MYF","BlackRock MuniYield Investment Fund","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MFT","","","","","","","","",""
"MYM","","","","","","","","",""
"MIY","","","","","","","","",""
"MYJ","BlackRock MuniYield New Jersey Fund, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MJI","","","","","","","","",""
"MYN","","","","","","","","",""
"MPA","","","","","","","","",""
"MQT","BlackRock MuniYield Quality Fund II, Inc.","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"MYI","","","","","","","","",""
"MQY","BlackRock MuniYield Quality Fund, Inc.","800-882-0052","","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","","","",""
"BNJ","BlackRock New Jersey Municipal Income Trust","800-882-0052","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BNY","BlackRock New York Municipal Income Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BLH","BlackRock New York Municipal 2018 Term Trust","800-882-0052","","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","","","",""
"BQH","BlackRock New York Municipal Bond Trust","800-882-0052","","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","","","",""
"BSE","","","","","","","","",""
"BTZ","BlackRock Credit Allocation Income Trust IV","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"PSW","","","","","","","","",""
"BPP","","","","","","","","",""
"BCF","","","","","","","","",""
"BCX","","","","","","","","",""
"BHD","BlackRock Strategic Bond Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BDT","","","","","","","","",""
"BSD","BlackRock Strategic Municipal Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"BUI","","","","","","","","",""
"BLK","BlackRock, Inc.","212-810-5300","212-754-3123","Park Avenue Plaza 55 East 52nd Street New York,         NY 10055","","N/A","Financial","Asset Management","10,200"
"BGX","","","","","","","","",""
"BSL","","","","","","","","",""
"BLT","Blount International Inc.","503-653-8881","503-653-4612","4909 SE International Way PO Box 22127 Portland,         OR 97222-4679","","N/A","Consumer Goods","Housewares & Accessories","3,600"
"BXG","Bluegreen Corp.","561-912-8000","561-912-8100","4960 Conference Way North Suite 100 Boca Raton,         FL 33431","","N/A","Services","Resorts & Casinos","3,825"
"BXC","Bluelinx Holdings Inc.","770-953-7000","770-221-8902","4300 Wildwood Parkway Atlanta,         GA 30339 United States -","","N/A","Services","Building Materials Wholesale","1,900"
"BTH","Blyth, Inc.","203-661-1926","203-661-1969","One East Weaver Street Greenwich,         CT 06831 United States -","","N/A","Consumer Goods","Personal Products","2,300"
"BWP","Boardwalk Pipeline Partners, LP","713-479-8000","","9 Greenway Plaza Suite 2800 Houston,         TX 77046","","","","",""
"BA","Boeing Co.","312-544-2000","312-544-2082","100 North Riverside Plaza Chicago,         IL 60606-1596 United States -","","Dow Jones CompositeDow Industrials","Industrial Goods","Aerospace/Defense Products & Services","160,500"
"BZ","Boise Inc.","208-384-7000","208-384-7332","1111 West Jefferson Street Suite 200 Boise,         ID 83702-5388","","N/A","Consumer Goods","Paper & Paper Products","5,000"
"BCEI","Bonanza Creek Energy, Inc.","720-440-6100","","410 17th Street Suite 1500 Denver,         CO 80202","","","","",""
"BAH","Booz Allen Hamilton Inc.","703-902-5000","703-902-3333","8283 Greensboro Drive McLean,         VA 22102 United States -","","N/A","Services","Management Services","25,800"
"BWA","BorgWarner Inc.","248-754-9200","248-754-9397","3850 Hamlin Road Auburn Hills,         MI 48326 United States -","","N/A","Consumer Goods","Auto Parts","17,500"
"SAM","Boston Beer Co. Inc.","617-368-5000","617-368-5500","One Design Center Place Suite 850 Boston,         MA 02210","","N/A","Consumer Goods","Beverages - Brewers","780"
"BXP","Boston Properties Inc.","617-236-3300","617-536-3128","800 Boylston Street The Prudential Center Suite 1900 Boston,         MA 02199-8103","","N/A","Financial","REIT - Office","680"
"BSX","Boston Scientific Corporation","508-650-8000","508-650-8910","One Boston Scientific Place Natick,         MA 01760-1537 United States -","","N/A","Healthcare","Medical Appliances & Equipment","25,000"
"BTF","","","","","","","","",""
"TEU","Box Ships Inc.","30 210 89 14 600","","15 Karamanli Avenue Voula Athens,          16673","","","","",""
"BYD","Boyd Gaming Corp.","702-792-7200","702-792-7313","3883 Howard Hughes Parkway Ninth Floor Las Vegas,         NV 89169","","N/A","Services","Resorts & Casinos","21,300"
"BP","BP plc","44 20 7496 4000","44 20 7496 4630","1 St James's Square London,          SW1Y 4PD United Kingdom -","","N/A","Basic Materials","Major Integrated Oil & Gas","79,700"
"BPT","BP Prudhoe Bay Royalty Trust","512-236-6565","","919 Congress Avenue Austin,         TX 78701 United States -","","","","",""
"BPZ","BPZ Resources, Inc.","281-556-6200","281-556-6377","Two Westlake Building 580 Westlake Park Boulevard Houston,         TX 77079","","N/A","Basic Materials","Oil & Gas Drilling & Exploration","262"
"BRC","Brady Corp.","414-358-6600","800-292-2289","6555 West Good Hope Road PO Box 571 Milwaukee,         WI 53201-0571","","N/A","Services","Technical Services","6,500"
"BDN","Brandywine Realty Trust","610-325-5600","610-325-5622","555 East Lancaster Avenue Suite 100 Radnor,         PA 19087","","N/A","Financial","REIT - Diversified","439"
"BDN^C","","","","","","","","",""
"BDN^D","","","","","","","","",""
"BTM","Brasil Telecom S.A.","55 61 3415 1010","55 61 3415 1593","SIA Sul Area de Servicos Publicos Lote D Bloco B Brasilia,         DF 71215-000","","","","",""
"BTM/C","","","","","","","","",""
"BRE","BRE Properties Inc.","415-445-6530","415-445-6505","525 Market Street 4th Floor San Francisco,         CA 94105-2712","","N/A","Financial","REIT - Residential","628"
"BRE^D","","","","","","","","",""
"BRFS","BRF - Brasil Foods S.A.","55 11 3718 5300","55 11 3718 5297","760 Av Escola Politecnica Jaguare Sao Paulo,         SP 05350-000","","N/A","Consumer Goods","Meat Products","N/A"
"BPI","Bridgepoint Education, Inc.","858-668-2586","858-408-2903","13500 Evening Creek Drive North Suite 600 San Diego,         CA 92128","","N/A","Services","Education & Training Services","6,900"
"BGG","Briggs & Stratton Corp.","414-259-5333","414-259-5338","12301 West Wirth Street Wauwatosa,         WI 53222 United States -","","N/A","Industrial Goods","Diversified Machinery","6,716"
"EAT","Brinker International Inc.","972-980-9917","972-770-9593","6820 LBJ Freeway Dallas,         TX 75240 United States -","","N/A","Services","Restaurants","60,322"
"BCO","Brinks Co.","804-289-9600","804-289-9770","1801 Bayberry Court PO Box 18100 Richmond,         VA 23226-8100","","N/A","Services","Security & Protection Services","70,000"
"BMY","Bristol-Myers Squibb Company","212-546-4000","212-546-4020","345 Park Avenue New York,         NY 10154 United States -","","N/A","Healthcare","Drug Manufacturers - Major","27,000"
"BMY^","","","","","","","","",""
"BRS","Bristow Group, Inc.","713-267-7600","713-267-7620","2000 West Sam Houston Parkway South Suite 1700 Houston,         TX 77042","","N/A","Services","Air Services, Other","3,289"
"BR","Broadridge Financial Solutions Inc.","516-472-5400","","1981 Marcus Avenue Lake Success,         NY 11042 United States -","","","","",""
"BKD","Brookdale Senior Living Inc.","615-221-2250","615-221-2289","111 Westwood Place Suite 400 Brentwood,         TN 37027","","N/A","Healthcare","Long-Term Care Facilities","23,900"
"BAM","Brookfield Asset Management Inc.","416-363-9491","416-365-9642","Brookfield Place Suite 300 Toronto,         ON M5J 2T3","","N/A","Financial","Real Estate Development","18,000"
"INF","","","","","","","","",""
"BIP","Brookfield Infrastructure Partners L.P.","441-295-2244","441-292-8666","Cannon 22 Victoria Street Hamilton,          HM 12","","N/A","Utilities","Electric Utilities","N/A"
"BOXC","Brookfield Office Properties Canada","416-359-8555","416-359-8596","Bay Wellington Tower Brookfield Place Toronto,         ON M5J 2T3","","N/A","Financial","Real Estate Development","N/A"
"BPO","Brookfield Properties Corporation","212-417-7000","212-417-7214","Three World Financial Center 200 Vesey Street New York,         NY 10281-1021","","N/A","Financial","Property Management","N/A"
"BRP","Brookfield Residential Properties Inc.","703-270-1700","703-270-1401","8500 Executive Park Avenue Suite 300 Fairfax,         VA 22031","","N/A","Financial","Real Estate Development","271"
"BRO","Brown & Brown Inc.","386-252-9601","386-239-5729","220 South Ridgewood Avenue Daytona Beach,         FL 32114 United States -","","N/A","Financial","Insurance Brokers","5,286"
"BF/A","","","","","","","","",""
"BF/B","","","","","","","","",""
"BWS","Brown Shoe Co. Inc.","314-854-4000","314-854-4274","8300 Maryland Avenue St Louis,         MO 63105 United States -","","N/A","Services","Specialty Retail, Other","13,400"
"BRT","BRT Realty Trust","516-466-3100","516-466-3132","60 Cutter Mill Road Suite 303 Great Neck,         NY 11021","","N/A","Financial","Mortgage Investment","N/A"
"BC","Brunswick Corporation","847-735-4700","847-735-4765","1 North Field Court Lake Forest,         IL 60045-4811 United States -","","N/A","Consumer Goods","Recreational Goods, Other","15,290"
"BT","BT Group plc","44 20 7356 5000","44 20 7356 5520","81 Newgate Street BT Centre London,          EC1A 7AJ","","N/A","Technology","Telecom Services - Foreign","92,600"
"BPL","Buckeye Partners LP","832-615-8600","","One Greenway Plaza Suite 600 Houston,         TX 77046","","","","",""
"BKI","Buckeye Technologies Inc.","901-320-8100","901-320-8836","1001 Tillman Street Memphis,         TN 38112 United States -","","N/A","Consumer Goods","Paper & Paper Products","1,400"
"BKE","Buckle Inc.","308-236-8491","308-236-4493","2407 West 24th Street PO BOX 1480 Kearney,         NE 68848-1480","","N/A","Services","Apparel Stores","2,085"
"BBW","Build-A-Bear Workshop Inc.","314-423-8000","","1954 Innerbelt Center Drive St Louis,         MO 63114 United States -","","","","",""
"BG","Bunge Limited","914-684-2800","914-684-3499","50 Main Street White Plains,         NY 10606 United States -","","N/A","Consumer Goods","Farm Products","33,021"
"CJES","C&J Energy Services, Inc.","713-260-9900","","10375 Richmond Avenue Suite 2000 Houston,         TX 77042","","","","",""
"BCR","CR Bard Inc.","908-277-8000","908-277-8240","730 Central Avenue Murray Hill,         NJ 07974 United States -","","N/A","Healthcare","Medical Instruments & Supplies","11,700"
"GYB","","","","","","","","",""
"PFH","","","","","","","","",""
"CAB","Cabela's Inc.","308-254-5505","308-254-4800","One Cabela Drive Sidney,         NE 69160 United States -","","N/A","Services","Sporting Goods Stores","6,100"
"CVC","Cablevision Systems Corporation","516-803-2300","516-364-4913","1111 Stewart Avenue Bethpage,         NY 11714 United States -","","N/A","Services","CATV Systems","16,350"
"CBT","Cabot Corp.","617-345-0100","617-342-6103","Two Seaport Lane Suite 1300 Boston,         MA 02210","","N/A","Basic Materials","Specialty Chemicals","4,100"
"COG","Cabot Oil & Gas Corporation","281-589-4600","","Three Memorial City Plaza 840 Gessner Road Houston,         TX 77024","","","","",""
"CACI","CACI International Inc.","703-841-7800","703-841-7882","1100 North Glebe Road Arlington,         VA 22201 United States -","","N/A","Services","Technical Services","13,700"
"CAE","CAE Inc.","514-341-6780","514-341-7699","8585 Cote de Liesse Saint-Laurent,         QC H4T 1G6 Canada -","","N/A","Industrial Goods","Aerospace/Defense Products & Services","7,500"
"CAP","CAI International Inc.","415-788-0100","415-788-3430","Steuart Tower 1 Market Plaza San Francisco,         CA 94105","","N/A","Services","Rental & Leasing Services","89"
"DVR","Cal Dive International Inc","713-361-2600","713-361-2690","2500 CityWest Boulevard Suite 2200 Houston,         TX 77042-3097","","N/A","Basic Materials","Oil & Gas Equipment & Services","1,900"
"CHY","Calamos Convertible & High Income Fund","630-245-7200","630-245-7511","2020 Calamos Court Naperville,         IL 60563-2787 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"CHI","Calamos Convertible Opportunities & Income Fund","630-245-7200","630-245-7511","2020 Calamos Court Naperville,         IL 60563-2787 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"CHW","Calamos Global Dynamic Income Fund","630-245-7200","630-245-7511","2020 Calamos Court Naperville,         IL 60563-2787 United States -","","N/A","Financial","Closed-End Fund - Equity","N/A"
"CGO","Calamos Global Total Return Fund","630-245-7200","","2020 Calamos Court Naperville,         IL 60563-2787 United States -","","","","",""
"CSQ","Calamos Strategic Total Return Fund","630-245-7200","630-245-7511","2020 Calamos Court Naperville,         IL 60563-2787 United States -","","N/A","Financial","Closed-End Fund - Equity","N/A"
"CCC","Calgon Carbon Corporation","412-787-6700","412-787-6676","PO Box 717 Pittsburgh,         PA 15230-0717 United States -","","N/A","Industrial Goods","Pollution & Treatment Controls","1,070"
"CWT","California Water Service Group","408-367-8200","831-427-9185","1720 North First Street San Jose,         CA 95112 United States -","","N/A","Utilities","Water Utilities","1,141"
"CALX","Calix Inc.","707-766-3000","707-766-3100","1035 North McDowell Boulevard Petaluma,         CA 94954 United States -","","N/A","Technology","Communication Equipment","479"
"ELY","Callaway Golf Co.","760-931-1771","760-931-8013","2180 Rutherford Road Carlsbad,         CA 92008-7328 United States -","","N/A","Consumer Goods","Sporting Goods","2,100"
"CPE","Callon Petroleum Co.","601-442-1601","601-446-1410","200 North Canal Street Natchez,         MS 39120 United States -","","N/A","Basic Materials","Independent Oil & Gas","79"
"CPN","Calpine Corp.","713-830-2000","713-830-2001","717 Texas Avenue Suite 1000 Houston,         TX 77002","","N/A","Utilities","Electric Utilities","2,142"
"CBM","Cambrex Corporation.","201-804-3000","201-804-9852","One Meadowlands Plaza East Rutherford,         NJ 07073 United States -","","N/A","Healthcare","Biotechnology","829"
"CPT","Camden Property Trust","713-354-2500","713-354-2700","3 Greenway Plaza Suite 1300 Houston,         TX 77046","","N/A","Financial","REIT - Residential","1,750"
"CCJ","Cameco Corp.","306-956-6200","306-956-6318","2121-11th Street West Saskatoon,         SK S7M 1J3 Canada -","","N/A","Basic Materials","Industrial Metals & Minerals","3,300"
"CIS","Camelot Information Systems Inc.","86 10 8201 9000","86 10 8201 9100","Beijing Publishing House A6 North Third Ring Road Beijing,          100120","","N/A","Technology","Information Technology Services","4,566"
"CAM","Cameron International Corporation","713-513-3300","713-513-3456","1333 West Loop South Suite 1700 Houston,         TX 77027","","N/A","Basic Materials","Oil & Gas Equipment & Services","19,500"
"CPB","Campbell Soup Co.","856-342-4800","856-342-3878","1 Campbell Place Camden,         NJ 08103-1701 United States -","","N/A","Consumer Goods","Processed & Packaged Goods","17,500"
"CCG","Campus Crest Communities, Inc.","704-496-2500","704-496-2599","2100 Rexford Road Suite 414 Charlotte,         NC 28211-3484","","N/A","Financial","REIT - Residential","525"
"CM","Canadian Imperial Bank of Commerce","416-980-2211","416-980-5028","Commerce Court Toronto,         ON M5L 1A2 Canada -","","N/A","Financial","Money Center Banks","42,239"
"CNI","Canadian National Railway Company","514-399-7091","514-399-3779","935 De La Gauchetiere Street West Montreal,         QC H3B 2M9 Canada -","","N/A","Services","Railroads","23,353"
"CNQ","Canadian Natural Resources Limited","403-517-6700","403-517-7350","855-2nd Street SW Suite 2500 Calgary,         AB T2P 4J8","","N/A","Basic Materials","Independent Oil & Gas","4,671"
"CP","Canadian Pacific Railway Limited","403-319-7000","403-319-7567","Suite 500 Gulf Canada Square 401-9th Avenue SW Calgary,         AB T2P 4Z4","","N/A","Services","Railroads","16,675"
"CAJ","Canon Inc.","81 3 3758 2111","81 3 5482 5130","30-2 Shimomaruko 3-chome Ohta-ku Tokyo,          146-8501","","N/A","Consumer Goods","Photographic Equipment & Supplies","199,820"
"CMN","Cantel Medical Corp.","973-890-7220","973-890-7270","150 Clove Road 9th Floor Little Falls,         NJ 07424-2139","","N/A","Healthcare","Medical Instruments & Supplies","1,177"
"COF","Capital One Financial Corp.","703-720-1000","703-205-1755","1680 Capital One Drive McLean,         VA 22102 United States -","","N/A","Financial","Credit Services","25,700"
"COF/WS","","","","","","","","",""
"COF^B","","","","","","","","",""
"CSU","Capital Senior Living Corp.","972-770-5600","972-770-5666","14160 Dallas Parkway Suite 300 Dallas,         TX 75254","","N/A","Healthcare","Long-Term Care Facilities","2,178"
"CT","Capital Trust, Inc.","212-655-0220","212-655-0044","410 Park Avenue 14th Floor New York,         NY 10022","","N/A","Financial","Property Management","29"
"CSE","CapitalSource Inc.","301-841-2700","301-841-2340","5404 Wisconsin Avenue 2nd Floor Chevy Chase,         MD 20815","","N/A","Financial","Credit Services","333"
"LSE","CapLease, Inc.","212-217-6300","212-217-6301","1065 Avenue of the Americas New York,         NY 10018 United States -","","N/A","Financial","REIT - Office","19"
"LSE^A","","","","","","","","",""
"CMO","Capstead Mortgage Corp.","214-874-2323","214-874-2398","8401 North Central Expressway Suite 800 Dallas,         TX 75225","","N/A","Financial","REIT - Diversified","13"
"CMO^A","","","","","","","","",""
"CMO^B","","","","","","","","",""
"CRR","CARBO Ceramics Inc.","281-921-6400","281-921-6401","Energy Center II 575 North Dairy Ashford Road Suite 300 Houston,         TX 77079","","N/A","Basic Materials","Oil & Gas Equipment & Services","806"
"CAH","Cardinal Health, Inc.","614-757-5000","614-757-6000","7000 Cardinal Place Dublin,         OH 43017 United States -","","N/A","Services","Drugs Wholesale","31,900"
"CFN","CareFusion Corporation","858-617-2000","858-617-2900","3750 Torrey View Court San Diego,         CA 92130 United States -","","N/A","Healthcare","Medical Instruments & Supplies","14,000"
"CSL","Carlisle Companies Inc.","704-501-1100","704-501-1190","13925 Ballantyne Corporate Place Suite 400 Charlotte,         NC 28277","","N/A","Consumer Goods","Rubber & Plastics","11,000"
"KMX","CarMax Inc.","804-747-0422","804-217-6819","12800 Tuckahoe Creek Parkway Richmond,         VA 23238 United States -","","N/A","Services","Auto Dealerships","15,565"
"CCL","Carnival Corporation","305-599-2600","305-406-4700","3655 NorthWest 87th Avenue Miami,         FL 33178-2428 United States -","","N/A","Services","Resorts & Casinos","N/A"
"CUK","Carnival plc","44 20 7940 5381","44 20 7805 1240","Carnival House 5 Gainsford Street London,          SE1 2NE","","N/A","Services","General Entertainment","N/A"
"CRS","Carpenter Technology Corp.","610-208-2000","610-208-3716","PO Box 14662 Building LO5 Reading,         PA 19612-4662","","N/A","Industrial Goods","Metal Fabrication","3,500"
"CSV","Carriage Services Inc.","713-332-8400","713-332-8401","3040 Post Oak Boulevard Suite 300 Houston,         TX 77056","","N/A","Services","Personal Services","930"
"CRI","Carter's, Inc.","404-745-2700","404-892-0968","The Proscenium 1170 Peachtree Street NE Atlanta,         GA 30309","","N/A","Consumer Goods","Textile - Apparel Clothing","2,486"
"CASC","Cascade Corp.","503-669-6300","503-669-6716","2201 NE 201st Avenue Fairview,         OR 97024-9718 United States -","","N/A","Industrial Goods","Farm & Construction Machinery","1,900"
"CSH","Cash America International, Inc.","817-335-1100","817-570-1225","1600 West 7th Street Fort Worth,         TX 76102 United States -","","N/A","Financial","Credit Services","6,017"
"CAS","AM Castle & Co.","847-455-7111","847-455-0587","1420 Kensington Road Suite 220 Oak Brook,         IL 60523","","N/A","Industrial Goods","Metal Fabrication","1,619"
"CAT","Caterpillar Inc.","309-675-1000","309-675-6155","100 North East Adams Street Peoria,         IL 61629 United States -","","Dow Jones CompositeDow Industrials","Industrial Goods","Farm & Construction Machinery","121,513"
"CATO","Cato Corp.","704-554-8510","704-551-7321","8100 Denmark Road Charlotte,         NC 28273-5975 United States -","","N/A","Services","Apparel Stores","9,600"
"CBZ","CBIZ, Inc.","216-447-9000","216-447-9007","6050 Oak Tree Boulevard South Suite 500 Cleveland,         OH 44131","","N/A","Services","Business Services","5,250"
"CBL","CBL & Associates Properties Inc.","423-855-0001","423-490-8662","2030 Hamilton Place Boulevard CBL Center, Suite 500 Chattanooga,         TN 37421-6000","","N/A","Financial","REIT - Retail","646"
"CBL^C","","","","","","","","",""
"CBL^D","","","","","","","","",""
"CBO","","","","","","","","",""
"IGR","","","","","","","","",""
"CBG","CBRE Group, Inc","310-405-8900","","11150 Santa Monica Boulevard Suite 1600 Los Angeles,         CA 90025","","","","",""
"CBS","CBS Corporation","212-975-4321","212-258-6358","51 West 52nd Street New York,         NY 10019 United States -","","N/A","Services","Broadcasting - TV","25,380"
"CBS/A","","","","","","","","",""
"CPV","","","","","","","","",""
"CBX","","","","","","","","",""
"CDI","CDI Corp.","215-569-2200","215-569-1300","1717 Arch Street 35th Floor Philadelphia,         PA 19103-2768","","N/A","Services","Staffing & Outsourcing Services","1,000"
"CEC","CEC Entertainment Inc.","972-258-8507","972-258-5524","4441 West Airport Freeway Irving,         TX 75062 United States -","","N/A","Services","Restaurants","17,300"
"FUN","Cedar Fair, L.P.","419-627-2233","419-627-2260","One Cedar Point Drive Sandusky,         OH 44870-5259 United States -","","N/A","Services","General Entertainment","1,500"
"CDR","Cedar Realty Trust, Inc.","516-767-6492","516-767-6497","44 South Bayles Avenue Port Washington,         NY 11050 United States -","","N/A","Financial","REIT - Retail","101"
"CDR^A","","","","","","","","",""
"CGI","Celadon Group Inc.","317-972-7000","317-890-9414","9503 East 33rd Street Indianapolis,         IN 46235 United States -","","N/A","Services","Trucking","3,478"
"CE","Celanese Corporation","972-443-4000","972-443-8555","1601 West LBJ Freeway Dallas,         TX 75234-6034 United States -","","N/A","Basic Materials","Chemicals - Major Diversified","7,250"
"CLS","Celestica Inc.","416-448-5800","416-448-4810","844 Don Mills Road Toronto,         ON M3C 1V7 Canada -","","N/A","Technology","Printed Circuit Boards","26,400"
"CEL","Cellcom Israel Ltd.","972 5 299 89595","972 9 860 7986","10 Hagavish Street Netanya,          42140 Israel -","","N/A","Technology","Wireless Communications","4,681"
"CX","CEMEX, S.A.B. de C.V.","52 81 8888 8888","52 81 8888 4417","Av Ricardo Margain Zozaya 325 Colonia Del Valle Campestre Garza Garcia,         NL 66265","","N/A","Industrial Goods","Cement","44,870"
"CVE","Cenovus Energy Inc.","403-645-2000","403-766-7600","421-7th Avenue SouthWest Calgary,         AB T2P 0M5 Canada -","","N/A","Basic Materials","Oil & Gas Drilling & Exploration","2,375"
"CNC","Centene Corp.","314-725-4477","314-558-2428","7700 Forsyth Boulevard St Louis,         MO 63105 United States -","","N/A","Healthcare","Health Care Plans","4,200"
"CNP","CenterPoint Energy, Inc.","713-207-1111","713-207-3169","1111 Louisiana Street Houston,         TX 77002 United States -","","Dow Jones CompositeDow Utilites","Utilities","Diversified Utilities","8,843"
"EBR","Centrais Electricas Brasileiras S.A.","55 21 2514 6331","55 21 2514 5964","Avenida Presidente Vargas 409 9th floor Edif Rio de Janeiro,         RJ 20071-003","","N/A","Utilities","Electric Utilities","N/A"
"EBR/B","","","","","","","","",""
"CEE","","","","","","","","",""
